time,KM
0.0,1.0
2.021158437216448,1.0
2.5463893513024862,0.9949748743718594
6.105335858841776,0.9899497487437187
7.591747419685597,0.9849246231155776
9.39793750639151,0.9798994974874373
11.655793671964645,0.9748743718592967
12.772708326869866,0.9748743718592967
13.718334384415725,0.9698232093108028
15.194862324935999,0.9647720467623091
16.892917475693665,0.9597208842138154
17.360805161089118,0.9546697216653218
19.290646893843256,0.9496185591168278
21.841150542168446,0.9445673965683342
23.968844018745756,0.9395162340198406
24.55133477094605,0.9344650714713462
28.079181912535667,0.929413908922853
28.27869211612779,0.9243627463743593
29.23806167081437,0.9193115838258651
33.819242517887204,0.9193115838258651
34.53964296624165,0.9193115838258651
35.67004127335336,0.9193115838258651
37.513719975914775,0.9141757649218099
41.67111384503103,0.9090399460177546
42.556138445205555,0.9039041271136994
43.962164038503694,0.898768308209645
44.949788180624125,0.898768308209645
46.490923669658194,0.8936029731049921
46.60334291416108,0.8884376380003384
47.50556539337375,0.8884376380003384
53.99971090533681,0.8832420962576463
54.835602985478616,0.878046554514954
55.44282395452953,0.8728510127722618
57.13376425969646,0.8676554710295702
61.90264654883089,0.8624599292868782
61.91307771875639,0.8572643875441855
64.17005085252293,0.8520688458014941
68.240856971757,0.8468733040588018
69.93554122678383,0.8416777623161094
73.24783089362712,0.8416777623161094
73.95316933377383,0.8364499501278102
74.6018388203856,0.8364499501278102
75.34771891175814,0.8364499501278102
75.37084887090326,0.8311559631016844
79.61916354041261,0.8258619760755593
80.86189578464837,0.8258619760755593
81.29858967697196,0.8258619760755593
87.12098321586565,0.8204992359711721
91.67607847067595,0.8204992359711721
93.74081367505954,0.815101214681888
94.4206623408742,0.815101214681888
94.82888227484882,0.815101214681888
99.03660790256912,0.815101214681888
99.95910153185812,0.815101214681888
101.06012158483465,0.815101214681888
101.15785694930007,0.8095183296498203
104.65967038890389,0.8095183296498203
105.87237267215492,0.8038966745828072
108.88949007244345,0.8038966745828072
109.30208854685043,0.7982354303956044
115.54456177122138,0.7982354303956044
119.21846116878481,0.7925337487499217
120.37803664900096,0.7925337487499217
122.36613187909482,0.7867907505705742
124.88121091877584,0.7810477523912271
125.64139228218865,0.7810477523912271
126.11316188087683,0.7752622134846251
130.64461792885209,0.7694766745780236
132.40511125307415,0.7636911356714218
132.60006888859678,0.7579055967648199
135.9582478997791,0.7521200578582184
136.34450230503265,0.7463345189516167
137.74979871021145,0.740548980045015
139.69671149268623,0.7347634411384135
141.18575718859975,0.7347634411384135
142.49008805173816,0.7289319852563629
143.55968781220795,0.7231005293743118
143.6392116831267,0.7172690734922605
146.66386245672487,0.7114376176102101
150.34663164978784,0.7056061617281592
151.12697608113322,0.699774705846108
152.25333840823768,0.6939432499640573
156.79217977125003,0.6939432499640573
161.04785482840262,0.6880623749643618
162.02082543192486,0.6880623749643618
164.97069212294124,0.6821308027663934
166.54118465060918,0.6761992305684248
167.36082173147096,0.6702676583704562
171.28285284155356,0.6643360861724872
178.46992585810216,0.6584045139745186
179.62755650488978,0.6524729417765504
192.8229208321755,0.6465413695785813
197.19976213531504,0.640609797380613
203.32605785324427,0.640609797380613
203.60218077657598,0.6346227899284579
206.4210293748229,0.6286357824763026
211.7331575436704,0.6226487750241474
222.26116106881787,0.6166617675719922
233.25913868235307,0.6106747601198367
245.37931995787724,0.6046877526676818
248.49737700125144,0.5987007452155266
249.4947382689648,0.5987007452155266
250.99563663930422,0.5926532629406227
254.95966598281805,0.5866057806657181
259.3095696539794,0.5805582983908137
260.92979815857285,0.5745108161159095
261.93516336056325,0.5684633338410051
263.5406415870916,0.5624158515661011
266.98027410245544,0.5624158515661011
267.9504770068684,0.5624158515661011
269.98277615370245,0.5624158515661011
271.53365826421185,0.5624158515661011
275.3119847207903,0.5624158515661011
280.0956162326073,0.5560247623437587
282.9114642176528,0.5496336731214165
285.5785853708273,0.5496336731214165
288.7966862633561,0.5496336731214165
295.6983116505754,0.5430904151080667
300.71893563332753,0.5365471570947163
326.22911767702294,0.5300038990813662
327.5892232780626,0.5300038990813662
332.5348605198954,0.5233788503428494
333.2240321282229,0.5233788503428494
335.46498607395154,0.5166688650820438
341.3965525371077,0.5166688650820438
343.2796059086465,0.5098705905414904
345.42536897342654,0.5030723160009376
356.34993497501654,0.4962740414603841
365.1838679220965,0.48947576691983097
365.97452061125296,0.48947576691983097
366.2753795399938,0.48947576691983097
366.40080690523797,0.48248325596383335
369.28128608855553,0.4754907450078358
370.4346160079973,0.4684982340518379
378.1853846649076,0.4615057230958403
393.7483997510288,0.4615057230958403
396.48336647621784,0.4615057230958403
407.03157875851207,0.4542946961724679
413.12588300758233,0.4470836692490955
420.75402853101156,0.439872642325723
428.5875725622175,0.439872642325723
443.14174656151204,0.439872642325723
447.8900061962713,0.43241717381172745
449.40627252217547,0.4249617052977323
455.9311156755588,0.41750623678373716
472.4798818503981,0.41750623678373716
475.5033588996954,0.40991521429676003
476.5669617076196,0.402324191809783
477.3746611445754,0.394733169322806
480.612178144089,0.38714214683582887
514.193438851583,0.3795511243488518
522.0933548730554,0.3795511243488518
523.3689835774039,0.37180518303561005
537.969837853298,0.3640592417223681
538.4533020058824,0.3640592417223681
540.0115783281517,0.3640592417223681
544.6695626554214,0.3559690363507599
552.4502000547797,0.3559690363507599
561.3466440262829,0.34769068666818415
591.476512457777,0.34769068666818415
594.208663370303,0.33921042601774054
601.2821263258016,0.330730165367297
602.5737843768678,0.330730165367297
603.1010240767,0.330730165367297
616.812323782436,0.330730165367297
620.3116865133157,0.3215432163293165
621.897850223215,0.31235626729133614
644.0636208129409,0.30316931825335564
652.0467833244564,0.29398236921537513
658.3303498998984,0.2847954201773947
719.5409147361391,0.2756084711394142
725.8132936552513,0.2756084711394142
734.0992655351779,0.2661047307552964
748.8047016400967,0.2566009903711787
765.8918031137628,0.2566009903711787
796.1133878297638,0.2566009903711787
796.5219480265529,0.24633695075633166
814.2468929109798,0.2360729111414845
822.0354790999818,0.22580887152663737
826.4485669894744,0.22580887152663737
830.045532424147,0.21505606812060699
830.4199771960008,0.20430326471457663
841.9726660916758,0.19355046130854628
869.1619183937811,0.19355046130854628
871.9342471476092,0.18216514005510234
876.1543538984537,0.17077981880165846
930.5439134333328,0.15939449754821455
943.9594949600141,0.14800917629477067
969.056781346428,0.1366238550413268
1007.5254934985721,0.1366238550413268
1023.8594630414276,0.1366238550413268
1045.0392097822696,0.1229614695371941
1085.3960446300298,0.10929908403306138
1098.6943222848952,0.09563669852892874
1197.9336005576104,0.08197431302479609
1230.280074998328,0.06831192752066338
1274.8746034487226,0.05464954201653071
1278.798478432784,0.04098715651239804
1302.2463204764704,0.027324771008265355
1549.07349865457,0.013662385504132676
1581.9634139493717,0.0
